Artist,Title,Lyric,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
jason mraz,look for the good,"look for the good in everything, look for the people who will set your soul free, it always seems impossible until it's done, look for the good in everyone, people done gone crazy, people done gone mad, people done forgot the superpowers we all have, people want to love, not hate, we can decide our fate, and look for the good in everyone, and celebrate our love most days, if there's a silver lining, you still have to find it, find it, find it, look for the good in everything, look for the people who will set your soul free, it always seems impossible until it's done, look for the good in everyone, everyone needs sunshine, everyone needs rain, everyone is carrying around some kind of pain, i see who you are, you're just like me, i see you're searching for a purpose, guided by a dream, i see who you are, i'm just like you, i get lost sometimes and i forget what i came here to do, i keep on trying, when it gets frightening, look for the good in everything, look for the people who will set your soul free, it always seems impossible until it's done, look for the good, look for the good, look for the good in everyone, everyone is nature, everyone is god, everyone is love and light and vibration, look for the good, look for the good, everyone gets mad sometimes and maybe they should, look for the good, look for the good, yeah, look out for all the heroes in your neighborhood, look for the good, look for the good, life sure would be sweeter if everybody would, look for the good in everything, look for the people who will set your soul free, it always seems impossible until it's done, look for the good, look for the good, look for the good in everyone",0.101,0.002,0.001,0.004,0.204,0.059,0.004,0.003,0.006,0.003,0.009,0.001,0.001,0.007,0.001,0.005,0.0,0.008,0.002,0.001,0.089,0.001,0.012,0.002,0.001,0.001,0.001,0.38
jason mraz,(this movie is) rated ours,"you could be the song in my silent movie, it's you who put the motion in my picture, it's starting right now, i can hear the projector, don't let the trailer be better than the movie, i plan on staying till the end, dim the lights and recite your lines to me, don't let it be a short film, you could be the star you are brighter than the spotlights, who wouldn't cast you in the role, you got the part auditioning for my heart, you had me at hello, the orchestra rises up, please don't let our scenes get cut, this is where we kiss and fall in love, so don't let the trailer be better than the movie, don't let it have too many twists, you don't need no camera tricks, you have you're own special effects, and that affection keeps me hanging in suspense, quiet on the set, are you ready for your close-up, your a natural on the screen, with your eyes you stop motion, put my life into focus, you're the darling of the critics, but this movie's just for me, the orchestra rises up, please don't let our scenes get cut, this is where we ride off in the sun, the orchestra rises up, this is what i'm dreaming of, let's make everyone believe in love, let's make everyone believe in love, this movie is rated ours",0.086,0.004,0.001,0.004,0.218,0.005,0.005,0.005,0.006,0.003,0.003,0.001,0.001,0.032,0.001,0.001,0.001,0.03,0.005,0.001,0.025,0.002,0.033,0.002,0.001,0.001,0.007,0.657
jason mraz,"10,000 motherfuckers","when i wake up, and the day begins, do i hold my breath?, and count to ten?, no, will it be three?, we'll see, we'll see, it depends on which day of the week, that i sing out, sing out loud, i'm just one motherfucker singing proud, singing glory, glory, hallelu-jah, and yeah that'll do, that'll do, in the arms of a city, it holds no space for the friendly faces of you and me, go make a life, not a living, singing glory, glory, glory, hallelu, yeah hallelu-jah, there's things to know, so i'm told, but the days they keep rollin' on so painfully playin' slow, and no room to grow, but blow by blow, you see, i always get lost somewhere, see, i already forgot, to sing out, i wanna sing out loud, you should be another motherfucker singing proud, sing out glory, remind me of the glory, hallelu, ha- hallelu, that'll do, we should all keep pretending that our dreams are patent pending, you should see some of the scenes that i've seen, and i know love cause i've flown above it, and beyond it, but it's still too long of a wait, that's why i sing out, sing out loud, we should be ten thousand motherfuckers singing out, oh, sing out glory, glory, glory, glory, glory, glory, glory, hallelu, hallelu, ha- ha- ah ha- ah ah-le-lu, ooh-ooh, i'll sing my story for you, and you'll sing for me too, and together, we will make it through, they say when you sing, you're praying twice, don't that sound nice?, so, rise up, come on and give it a try, to sing out, just sing out loud, we could be six billion motherfuckers singing proud, why not sing glory?, glory, glory, hallelu, ha-ah-ah-ah-ah-ah-le-lu, ooh-ooh-ooh, hallelujah, this is no ordinary world, we need extraordinary glory, hallelu, yeah, that'll do, yeah, that'll do, sing oh, sing hallelu.",0.001,0.003,0.005,0.017,0.009,0.002,0.401,0.285,0.001,0.008,0.027,0.002,0.002,0.003,0.002,0.001,0.001,0.002,0.002,0.001,0.004,0.001,0.018,0.001,0.001,0.005,0.025,0.567
jason mraz,all dialed in,"marigolds and bougainvillea, pressed against the fence, there's might be my opportunity, to finally make some sense, climbin' towards the sky i gained a better understanding, about the sky in fact the sky starts on the ground here, when i'm reaching up i'm really reaching out the boundaries, and i'm all dialed in. and we're all connected. it's a simple life today, no matter what they pay me, playing is my reward, so take it easy on the world when, she's someone else's girlfriend, taste her cake and see how she likes you, climbin' towards the sky i've get the other kind of knowledge, and the world is watching and waiting from the wings, so while i'm singing out i'm really thinking how astounding it is, how we're all dialed in, and we're all connected. and we're all connected. and we're all connected. this spirit lies in auld lang syne, if you ain't here today you're just digging in icy grave, bottle some hurt and fill in the dirt, and take them old marigolds away. climbin' toward the sky has never been my destination, 'cause the only way to stop is by jumpin' off, i don't need this microphone to address the nation, because we're all dialed in, and we're all connected, we're all connected, we're all connected",0.007,0.007,0.001,0.007,0.048,0.022,0.021,0.015,0.036,0.007,0.006,0.001,0.001,0.008,0.003,0.001,0.002,0.01,0.001,0.003,0.368,0.001,0.025,0.002,0.001,0.004,0.004,0.685
jason mraz,another victory,"it was way too close, i almost gave up the ghost, but after some repose, i gathered my composure, it could've been hit for me, i could've been history, i could've given up easily, but i guess it wasn't meant to be, i feel like i'm back in the game, i feel like something has changed, i feel like i'm back in control, i know in my soul i'm gonna make it, yes, i am back in the game, and suddenly everything has changed, i'm not gonna let it slip through my hands, this is my chance, i'm gonna take it, i put another couple minutes on the clock, i ain't finished cause it isn't time to stop, don't you ever say it's over when it's not, i'm here to win it, gonna give it all i got, put another couple quarters in the slot, you never know when you will get another shot, i'll go however many rounds until i drop, i'm on a roll i'm gonna show you what i'm not, well i guess i'm back in the game, i feel like something has changed, i feel like i'm back in control, i know in my soul i'm gonna make it, yes, i am back in the game, and suddenly everything has changed, i'm not gonna let it slip through my hands, this is my chance, i'm gonna take it, when i was down, when i was broke, when i was feeling lost, when i was down on my knees and couldn't shake it off, i remembered to breathe so i could feel strong again, one breath, one day, one night at a time, fighting my failures and fears, freeing them from my mind, so i could let love in and let love out again, see, i am back in the game, i feel like something has changed, yes, i feel like i'm back in control, i know in my soul i'm gonna make it, yes, i am back in the game, suddenly everything has changed, i'm not gonna let it slip through my hands, this is my change, i'm gonna take it, let it be, let it be a brighter day, let it be, let it be the only way, let it be, let it be another victory, let it be, let it be a brighter sun, let it be, that i'm not the only one, let it be, let it be another victory",0.036,0.005,0.007,0.021,0.051,0.006,0.024,0.006,0.003,0.134,0.022,0.026,0.054,0.022,0.037,0.022,0.011,0.044,0.002,0.016,0.017,0.01,0.329,0.02,0.036,0.064,0.146,0.238
jason mraz,better,"it's something like i apologize, it's something i still can't decide, but it only gets better, it only gets better, and i want to say that it's not always easy, but it's simple that way, and i want to stay and play it out, but i still have my doubts, so you say it gets better, it only gets better, better this way, better, maybe it's better this way, beautiful things they never stay, oh, the same way, they pass, oh they pass away, they always change, who are we is who we are, when the act of love can get us so far, so good i wish you would, think twice on me, cuz it only gets better, it only gets better, better this way, better, maybe it's better this way, just give it some time, just give it some space, just give it some time, maybe it's better this way, just give it some time, just give it some space, just give it some time, maybe it's better this way, so better, it's better this way, baby, it's better this way, just give it some time, just give it some space, maybe, yes maybe, yes maybe, yes maybe, it's better, oh, this way, promise me you'll always be better, better",0.013,0.015,0.008,0.046,0.053,0.049,0.013,0.009,0.091,0.14,0.105,0.024,0.042,0.007,0.008,0.006,0.005,0.016,0.004,0.012,0.295,0.006,0.036,0.011,0.061,0.077,0.002,0.025
jason mraz,i take the music,"with the help of vibration, the tone and the rhythm, the human is forgiven and the soul gets back to living. returns us all to our natural condition. turns up the levels on the minds' inner visions. it plays through the space to where you are, and regulates the beatings of the broken heart. a sensation in everybody's pants, which is why when there is music, life becomes a dance. i take the music, everywhere i go. i take the music, everywhere i go. motion is the nature of vibration. it contains a thought and feeling. a baby's first pleasure is to shake its hands and feet and move, and rock the body right, proving that emotion is a sign of life. and from life comes a language, our ancestor's message, but doesn't ever have to touch the tongue to be expressive. i'm an instrument the spirit gets to play. i sing and i dance all day. i take the music, everywhere i go. i take the music, everywhere i go. i take the music, everywhere i go. i take the music, everywhere i go. music is the quickest way to heaven. it's the source of all creation. listening to music can change your dna, son. everybody got their own transmission. the frequency of thought will impact the magnetism. love is all i need to be. the message that i'm sending is the same i am receiving. love is what energizes me, so there is love within the rhythm i am breathing. i take the music, everywhere i go. i take the music, everywhere i go. i take the music, everywhere i go. i take that music, everywhere i go. music has no limitations. everybody's welcome, from the whisper of the trees to the elephant that's belting. raising hell is every bat and every weed, but every cat and every creature has a song for me. we ain't manmade; we all come from nature. every one of us is a brother and a sister. one world; we're a family of one, where even the smallest bird hums. there is music in our voices. even when no words are spoken, our bodies can speak louder than when our mouths are open. there's an underriding common frequency, that keeps us all aligned in divine harmony, and in the scale and the note, in the style and the meter, music is the reason that i love to burn the reefer. put that on record and spin it around, because you and i are high on sound. i take the music, everywhere i go. i take the music, everywhere i go. i take the music, everywhere i go. i take that music, everywhere i go. music gives us the power to move, the power to speak, the power to choose, the power to dream, the power to vote, the power to fly, the power to laugh, the power to cry, the power to live, the power to play, the power to take your breath away, the power to love, the power to be. i take my power with me. i take my power, everywhere i go. i take my power, everywhere i go. music is our nature. i take the music everywhere i go. i take the music everywhere i go.",0.027,0.003,0.005,0.011,0.169,0.069,0.004,0.002,0.004,0.027,0.008,0.004,0.006,0.01,0.004,0.058,0.006,0.063,0.002,0.005,0.039,0.008,0.078,0.014,0.033,0.074,0.002,0.368
jason mraz,i'm yours (acoustic version),"well, you done done me and you bet i felt it, i tried to be chill but you're so hot that i melted, i fell right through the cracks, and i'm trying to get back. before the cool done run out, i'll be giving it my bestest. and nothing's gonna stop me but divine intervention. i reckon, it's again my turn, to win some or learn some. but i won't hesitate, no more, no more. it cannot wait, i'm yours. well, open up your mind and see like me, open up your plans and damn you're free. look into your heart and you'll find love, love, love, love. listen to the music of the moment, people dance and sing, we're just one big family. and it's our god-forsaken right to be loved, loved, loved, loved, loved. so i won't hesitate, no more, no more. it cannot wait. i'm sure. there's no need to complicate. our time is short. this is our fate. i'm yours. but don't you want to come on and scooch on over close, dear?, and i will nibble your ear. i've been spending way too long checking my tongue in the mirror, and bending over backwards just to try to see it clearer. but my breath fogged up the glass, and so i drew a new face and i laughed. i guess what i be saying is there ain't no better reason, to rid yourself of vanity and just go with the seasons. it's what we aim to do. our name is our virtue. but i won't hesitate, no more, no more. it cannot wait. i'm yours. well, open up your mind and see like me, open up your plans and damn you're free, look into your heart and you'll find the sky is yours, so please don't--please--don't--please don't--, there's no need to complicate, 'cause our time is short. this o--this o--this is our fate. i'm yours.",0.537,0.018,0.006,0.029,0.072,0.003,0.004,0.006,0.002,0.021,0.006,0.015,0.008,0.055,0.008,0.006,0.003,0.166,0.004,0.003,0.007,0.007,0.057,0.01,0.003,0.006,0.044,0.133
jason mraz,"it's gonna be a good day (hello, you beautiful thing)","fall out of bed and catch a fading star, fancy i woke up before my alarm, rubbed my mind through my eyes, it's the best i can do, before it's automatic, habit of returning to you, though i smile when it happens, almost as if it was magic, it means there's a god somewhere and he's laughing, and i shuffle my slipperless toes to the kitchen, still low to the ground, but high on living, and i know, i know, it's gonna be a good day, hello, hello, you beautiful thing, waking up, i stretch my body and acknowledge some aches, it must be something i did yesterday, pour a cup of liquid gold, because my engine's still cold, but in a minute everything's gonna change, 'cause i know, i know, it's gonna be a good day, hello, hello, you beautiful thing, hello, hello, you beautiful thing, this is what i've been waiting for, this is what i've been waiting for, looking out from a cul-de-sac watching the bend of the earth, take the black of the night from the dirt, i can see from the depths of my readjusting eyes, a reflection of yes's and that ever changing sky, but why do bad dreams linger long after i awake?, i don't need no scenes of violence or pain replayed, and i feel quite foolish sometimes when i pray, but my thoughts are all i got so i try to make 'em brave, and i know, i know, it's gonna be a good day, hello, hello, you beautiful thing, hello, hello, you beautiful thing, oh, this is what i've been waiting for, oh, this is what i've been waiting for, oh, this is what i've been waiting for, oh, this is what i've been waiting for, and i know, i know, it's gonna be a good day, hello, hello, you beautiful thing.",0.025,0.007,0.003,0.015,0.152,0.385,0.002,0.003,0.048,0.02,0.008,0.004,0.004,0.036,0.033,0.008,0.003,0.042,0.004,0.017,0.194,0.005,0.027,0.013,0.005,0.029,0.002,0.132
jason mraz,lucky (suerte),"do you hear me? i'm talking to you, across the water across the deep blue ocean, under the open sky oh my, baby i'm trying, se que quiero cuando te vas, supe desde tiempo atras, y es que, mi corazon no sabe, queres hasta volverte a ver, suerte que despierto junto a ti, suerte que senti lo que senti, suerte que regresas para mi, nadie tiene la razon, de que exista el amor, solo hay un tu y yo, la promesas de los dos, me esperaras, aqui estare, lo se, suerte que despierto junto a ti, suerte que senti lo que senti, suerte que regresas para mi, suerte que hay mas para conocer, suerte que contigo crecere, suerte que te tengo al volver, and so i'm sailing through the sea, to an island where we'll meet, you'll hear the music, feel the air, i put a flower in your hair, todo tiene final feliz, desde que te conoci, no hay mas que las ganas, de estar y volver a empezar, suerte que despierto junto a ti, suerte que senti lo que senti, suerte que regresas para mi, suerte que hay mas para conocer, suerte que contigo crecere, suerte que te tengo al volver",0.001,0.007,0.022,0.022,0.005,0.007,0.162,0.609,0.002,0.004,0.004,0.002,0.003,0.011,0.003,0.001,0.002,0.006,0.006,0.002,0.003,0.001,0.006,0.001,0.002,0.021,0.02,0.29
jason mraz,mudhouse / gypsy mc,"say we ain't got no dope, all i got's my forty, ain't got nobody baby, that i can call my shorty, say we ain't got no dope, all i got's my forty, ain't got nobody baby, that i can call my shorty, i'd like to give a shout out to all my vip's, and individualize 'cause i'm an mc, i can because i care because my family's here, cause i, cause i, cause i 'preciate the mentality of music, i'm savin' all my sentences unless of course i'm smoothly spoken, quiet type the kind to watch out for, no man of the clan i'm perpetratin' the scam, sure i'm the boy with the fallopian voice, straight from the sleeve of any wizard of choice, i got the reason to be roamin' out the coverage area, send me the bill if all my lovin' is scarin' ya, dare you to dream the way that i believe, i got the skill to go commando in any fatigues, i got the best damn band in the music scene, but i could also flow solo or just let it be because, of the love, oh the self realization is your if and and but, but you gotta know your name before the play of the game, keep a levelheaded check on your health and stay sane, address the tack on the track, the needle's on the record, prepare for playback, sayjack, oh could i buy another vowel? i need another clue and i could also use a towel, and, how goes the medium tempo, slayin' all the teachers like the class of '84, and down low, you know my fidelities go, well i would never hurt a fly with the didas on, i got control, i keep a clean toilet bowl, 2000 flushes blue and still goin' strong, do i do what i do for the sake of the song comin' through on the radio?, naw it's for you, this is proof, my own story's a spoof, i'll always be a gypsy, i'll forever be aloof, and if you never get to likin' me it's okay too, but you made it this far so pay your toll at the booth, ah yes you made it this far so pay your toll at gate, yes you made it this far now make some noise in this place, i said we made it this far now let's get back to the part that we sing, we ain't got no dope, all i got's my forty, ain't got nobody baby, that i can call my shorty, we ain't got no dope, all i got's my forty, ain't got nobody baby, that i can call my shorty, true or false?, i can be a sensitive man, with sensible plans for the everyday woman, and i can keep you eatin' out the palm of my hand, because the dope that we smoked was grown on my land, the words i burn they don't come from a can, the movie in my mind'll be the winner at cannes, so take your chance, apply for full or part-time romance, clever or the better measure up to whatever, cause it don't matter how tall, how fat or how small, equal opportunities are open to all, the casting call line forms down the hall, all you need is i.d that shows that you're legal, but people with egos, a freakshow, a syndrome, you best not go, you know i don't need those, if you got a problem that i really aughta read, then post it on the web care of r-k-o-p, it's easy like me but a bit less than cheesy, go heavy on the melody and add a dash of pink, and if you can't stand the kitchen get the hell out the heat, to meet with the geek all you need is a heartbeat, and to meet with the geek on the streets all you gotta do is know the words you sing, so everybody repeat this after me, ain't got no dope, all i got's my forty, ain't got nobody baby, that i can call my shorty, ain't got no dope, all i got's my forty, ain't got nobody baby, that i can call my shorty, well i'm i'm type a positive and just the way i like it, right away i'm satisfied with my food before i try it, can't deny it to save my life, i'm never lyin', to brave this mic without the same thing twice, is actually an act of stayin' up all night, with the mood just right, and the purchase of a flight, from the west cost, to these netherlands lights it's aurora borealis' company that i'm tight with, despite everything that you've heard, i'll admit that most are true, and i'll be keeping my word, and i will do the double duty on the search for new verbs, and i'll report to work early to deliver the worm, with a back well covered by my buddies of ease, now ain't no way in hell that i will ever have to say please, breakin' all the codes on the latest machines, i'll even let you download me for free, we ain't got no dope, all i got's my forty, ain't got nobody baby, that i can call my shorty, we ain't got no dope, all i got's my forty, ain't got nobody baby, that i can call my shorty",0.004,0.003,0.005,0.014,0.012,0.002,0.004,0.002,0.002,0.004,0.011,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.008,0.001,0.0,0.002,0.003,0.941
jason mraz,never too late (the only life you can save),"all bets are off from this point on, starting now, my interest is gone. you said i had to be a better friend, but not in a friendly way did you say it, i wont follow demands, it's never too late to start over, i'm givin' these bones a try, wherever is home the heart is, be glad to be along for the ride, its never too late, to save the only life you can save, already gone checked out and borded, another airplane with an angel, flyin' shotgun up into space, and already asleep in a magazine, nose in the fold of a lucid dream, ready for walking out on the wings, it's never too late to jump out, i'm teaching myself to fly, i'm willing to hit the ground when, when i decide, it's never too late, to save the only life you can save, though the road is long, carry on, carry on, be a phenomenon, cary on and on, it's never too late to start, you're never too old to try, wherever is home the heart is, and my hearts inside, it's never too late to save, the only life you can save, it's never too late to save, the only life you can save, carry on carry on, carry on carry on, mmmm be a phenomenon, carry on and on",0.004,0.001,0.002,0.026,0.103,0.005,0.009,0.003,0.004,0.03,0.021,0.002,0.002,0.002,0.001,0.001,0.001,0.004,0.001,0.002,0.029,0.001,0.111,0.002,0.001,0.005,0.003,0.784
jason mraz,summer breeze,"oh yea, summer breeze, all in my mind, oh yea, summer breeze, all in my mind, no no no no, it's all in my mind, no no no no, it's all in my mind, summer breeze makes me feel fine, blowing through the jasmine in my mind, oh summer breeze makes me feel fine, blowing through the jasmine in my mind, see the curtains hanging in the window, in the evening on a friday night, a little light shining through the window, lets me know every, everything's alright, oh summer, you make me feel fine, blowing through the jasmine in my mind, oh summer breeze makes me feel fine, blowing through the jasmine in my mind, sweet days of summer, the jasmine's in bloom, july is dressed up and playing her tune, when i come home from a hard day's work, and you're waiting there, not a care in the world, see the smile awaiting in the kitchen, food cooking on a plate for two, feel the arms reaching out to hold me, in the evening when the day is through, summer breeze makes me feel fine, blowing through the jasmine in my mind, oh summer makes me feel fine, blowing through the jasmine in my mind, oh summer breeze",0.005,0.005,0.012,0.014,0.01,0.002,0.015,0.008,0.002,0.009,0.015,0.003,0.003,0.045,0.004,0.003,0.001,0.012,0.003,0.002,0.001,0.002,0.032,0.002,0.001,0.01,0.19,0.684
jason mraz,the beauty in ugly,"she's so big hearted, but not so remarkable, just an ordinary humble girl, expecting nothing as we're made to think, it's a pretty person's world, but you are beautiful, and you better go show it, so go look again, you gotta be true to your own, if you really wanna go to the top, do you really wanna win, don't believe in leaving normal, just to satisfy demand, well if you wanna get free, and if you wanna do the passionate thing, and if you wanna get smart, for the sake of your heart and all, you should own your name, and stand up tall and get real, and see the beauty in ugly, well you are fresh, your face is fabulous, don't forget you're one of a kind, when nobody's checking the deeds you've done, and nobody's hearing your cries, you make all the fashion statements, just by dressing up your mind, and if you wanna get free, and if you wanna do the passionate thing, and if you wanna get smart, for the sake of your heart and all, you should own your name, and stand up tall and get real, and see the beauty in ugly, see the beauty in ugly, well if you wanna get free, and if you wanna do the passionate thing, and if you wanna get smart, for the sake of your heart and all, you should own your name, and stand up tall and get real, and see the beauty in ugly",0.96,0.009,0.001,0.006,0.048,0.004,0.005,0.004,0.003,0.007,0.01,0.005,0.003,0.014,0.004,0.036,0.001,0.015,0.011,0.002,0.02,0.005,0.006,0.004,0.002,0.002,0.007,0.018
jason mraz,the boy's gone,"the boy's gone. the boy's gone home. what will happen to a face in the crowd when it finally gets too crowded. and will happen to the origins of sound after all the sounds have sounded, well i hope i never have to see that day but by god i know it's headed our way, so i better be happy now that the boy's going home. the boy's gone home. and what becomes of a day for those who rage against it, and who will sum op the phrase for all left standing around in it, well i suppose we'll all make our judgement call, we'll walk it alone, stand up tall, then march to the fall, so we better be happy now that we'll all go home. be so happy with the way you are, be so happy that you made it this far, go on be happy now. please be happy now, because this is something else, this is something else, i tried to live my life and live it so well, but when it's all over is it heaven or is it hell, i better be happy now that no one can tell, nobody knows, i'm gonna be happy with the way that i am, i'm gonna be happy with all that i stand for, i'm gonna be happy now because the boy's going home. the boy's gone home.",0.002,0.008,0.021,0.034,0.005,0.019,0.068,0.351,0.022,0.015,0.009,0.003,0.004,0.036,0.005,0.002,0.004,0.007,0.001,0.007,0.047,0.002,0.011,0.003,0.002,0.036,0.02,0.421
jason mraz,the joker mash-up with everything,"some people call me the space cowboy, yeah, some call me the gangster of love, and some people call me maurice, cause i speak of the pompitous of love, people talking about me, baby, they say i'm doing you wrong, i'm doing you wrong, don't you worry, don't you worry, don't you worry, cause i'm right here, right here, right here, right here at home, i'm a picker, i'm a grinner, i'm a lover, and i'm a sinner, i play my music in the sun, i'm a joker, i'm a smoker, i'm a midnight toker, i get my loving on the run, you sheltered me from harm, kept me warm, kept me warm, you gave my life to me, set me free, set me free, the finest years i ever knew, were all the years i had with you, people talking about me, baby, they say i'm doing you wrong, i'm doing you all wrong, don't you worry, don't you worry, don't you worry, cause i'm right here, right here, right here, right here at home, is there someone you know, you're loving them so, but taking them all for granted, you may lose them one day, someone takes them away, and they don't hear the words you long to say, i'm a picker, and i'm a grinner, and i'm a lover, and i'm a sinner, i play my music in the sun, i play my music in the sun. i'm a joker, a smoker, i'm a midnight toker, i sure don't want to hurt no one, some people call me the space cowboy, yeah, some call me the gangster of love, some people call me maurice, cause i speak of the pompitous of love, cause i speak once again, the pompitous of love, just to hold you, cause i speak once again",0.006,0.004,0.006,0.01,0.02,0.002,0.009,0.004,0.001,0.002,0.005,0.001,0.0,0.002,0.001,0.001,0.0,0.002,0.003,0.0,0.003,0.001,0.008,0.001,0.0,0.001,0.003,0.918
jason mraz,the right kind of phrase,"once there was a girl that came from not too far from here, and she wasn't satisfied at the rate that she applied herself, to the items on the shelf, she was a retail girl, and that really has to do with nothing, though she gave me something, a smile i'll rely on for a lifetime i'd try on for awhile, so now why is she getting married on the 25th of april, she believes in higher energy and better things for all the people, she is a charm of good luck when she's sitting by your side, but i think my luck run out on april twenty-five, oh love, oh love is all i'm looking for, sitting in the corner in the dark, hoping that she'd eye me, i'm looking right her way, but i'd never find the right thing to say, i'd never find the right kind of phrase, there was a secret somebody, of course i never get the upper hand, those kinds of rare finds are all born with a man, i just don't understand how they can, oh love, oh love is all i'm looking for, sitting in the corner in the dark and on the floor, hoping that she'd spy on me, i'm looking right her way, i'd never find the right kind of phrase, the right kind, the right line, or the right time to say almost anything that's right, the right kind of phrase. i'd never find the right thing to say",0.005,0.001,0.002,0.017,0.033,0.002,0.005,0.002,0.001,0.011,0.016,0.002,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.003,0.001,0.033,0.001,0.0,0.002,0.003,0.922
john legend,p.d.a. (we just don't care),"let's go to the park, i wanna kiss you underneath the stars, maybe we'll go too far, we just don't care, we just don't care, we just don't care. you know i love you when you're loving me, sometimes it's better when it's publicly, i'm not ashamed, i don't care who sees, us hugging & kissing our love exhibition all, we'll rendezvous out on the fire escape, i'd like to set off an alarm today, the love emergency don't make me wait, just follow i'll lead you, i urgently need you, let's go to the park, i wanna kiss you underneath the stars, maybe we'll go too far, we just don't care, we just don't care, we just don't, let's make love, let's go somewhere they might discover us, let's get lost in lust, we just don't care, we just don't care, we just don't care. i see you closing down the restaurant, let's sneak and do it when your boss is gone, everybody's leaving we'll have some fun, or maybe it's wrong but you're turning me on. ooh, we'll take a visit to your mama's house, creep to the bedroom while your mama's out, maybe she'll hear it when we scream and shout, and we'll keep it rocking until she comes knocking, let's go to the park, i wanna kiss you underneath the stars, maybe we'll go too far, we just don't care, we just don't care, we just don't. let's make love, let's go somewhere they might discover us. let's get lost in lust, we just don't care, we just don't care, we just don't care. if we keep up on this fooling around, we'll be the talk of the town, i'll tell the world i'm in love any time, let's open up the blinds 'cause we really don't mind, ooh i don't care about the propriety, let's break the rules and ignore society, maybe our neighbors like to spy, it's true, so what if they watch when we do what we do, oh, let's go to the park, i wanna kiss you underneath the stars, maybe we'll go too far, we just don't care, we just don't care, we just don't. let's make love, let's go somewhere they might discover us.",0.007,0.032,0.013,0.025,0.02,0.103,0.003,0.014,0.274,0.007,0.01,0.003,0.002,0.056,0.005,0.002,0.002,0.038,0.033,0.006,0.059,0.003,0.006,0.004,0.002,0.01,0.004,0.227
john legend,slow dance,"yea, sing it with me yall, oh yea yea, can we wait just a minute, slow it down for a minute now baby, your talkin loud, your wilding out, don't seem like my old lady, lets go and play the song we used to play, can we reignite the flame, cause things just ain't the same, we can talk about the baby, we can talk until we're crazy, we can focus on it now, or we can focus on it later, we can start another fight, we can argue and fuss all night, but i propose that we go to floor and we slow dance, tonight i wanna dance, can you do that with you man yea, tonight i wanna groove, and let the music make you move, move yea, can we wait just a minute, turn that tv off for a minute, now politics and talkin shit aint really none of my buisness, lets go and play the songs we used to play, on that old school radio, let the music soothe your soul, forget about the world, im groovin with my girl, froret about the news, lets put on our dancin shoes, lets not talk about the war, do we know what they fightin for, i propose that we go to the floor and we slow dance, tonight i wanna dance, can you do that with you man yea, tonight i wanna groove, and let the music make you move, move yea yea, move yea yea, i love it, i love it, i love it we're slow dancin together, i love it, i love it, i love it we're slow dancin together, i love it, i love it, i love it we're slow dancin together, i love it, i love it i propose that we go to floor and we slow dance, tonight i wanna dance, can you do that with your man yea, tonight i wanna groove, let the music make you move",0.02,0.033,0.01,0.014,0.018,0.018,0.008,0.103,0.019,0.004,0.004,0.002,0.002,0.402,0.002,0.005,0.002,0.057,0.01,0.003,0.007,0.003,0.009,0.004,0.002,0.005,0.064,0.306
john legend,again,"the first time we ever got a chance to be alone we knew, that it was wrong to do, i guess that's why i was drawn to you, the 2nd time leads to the 3rd, the 5th, the 7th time, i feel so alive, it won't last but it's alright, fleeting joy and fading ecstasy, here it goes again, oh, sneaking fruit from the forbidden tree, sweet taste of sin, and i'm doing it again, yes, i'm doing it again, oh, i'm doing it again, i said it would end but here it goes again, this time you told me you saw me at the same hotel, you said you knew me well, and i had a familiar smell, you asked me how am i ever gonna learn to put my trust in you, like you want me to, 'cause i know what you're prone to do, accusations fly like bullets do, here it goes again, oh, but you know me because you're doing it too, the cycle never ends, never ends, oh, you're doing it again, yes, you're doing it again, oh, you're doing it again, you said it would end but here it goes again, and again, and again, damn, i love you, but this is crazy, i have to fight you almost daily, we break up so fast, and we, we make up so passionately, why can't we just trust each other, you can't hate me and be my lover, passion ends, and pains begins, i come back. and we're doing it again, yes, we're doing it again, oh, we're doing it again, we said it would end but here it goes again, each time you call me home in a sweet refrain, saying things will change, you'll take away the pain, then we flashback to the first time you put your spell on me, you envelope me, you feel good as hell to me, one moment leads to another few, here it goes again, oh, oh, leaving you is, oh, so hard to do, i just can't pretend, can't pretend, i keep doing it again, oh, i'm doing it again, yes, i'm doing it again, i said it would end, oh, oh, oh, oh, yeah, oh, i'm doing it again, i said it would end, oh, oh, oh, oh, oh, i'm doing it again, i said it would end but here it goes again, again",0.007,0.003,0.003,0.017,0.109,0.008,0.049,0.01,0.004,0.05,0.017,0.003,0.011,0.016,0.005,0.004,0.003,0.03,0.005,0.006,0.025,0.004,0.483,0.008,0.005,0.016,0.077,0.384
